price      , date          , volume
KLSE: GTRONIC,MYR RM1.55,"Nov 3, 2023",10M
KLSE: GTRONIC,MYR RM1.52,"Nov 10, 2023",9.4M
KLSE: GTRONIC,MYR RM1.52,"Nov 10, 2023",9.4M
KLSE: GTRONIC,MYR RM1.55,"Nov 17, 2023",5.2M
KLSE: GTRONIC,MYR RM1.55,"Nov 17, 2023",5.2M
KLSE: GTRONIC,MYR RM1.55,"Nov 17, 2023",5.2M
KLSE: GTRONIC,MYR RM1.62,"Nov 24, 2023",26M
KLSE: GTRONIC,MYR RM1.62,"Nov 24, 2023",26M
KLSE: GTRONIC,MYR RM1.67,"Dec 1, 2023",10M
KLSE: GTRONIC,MYR RM1.67,"Dec 1, 2023",10M
KLSE: GTRONIC,MYR RM1.67,"Dec 1, 2023",10M
KLSE: GTRONIC,MYR RM1.69,"Dec 8, 2023",18M
KLSE: GTRONIC,MYR RM1.69,"Dec 8, 2023",18M
KLSE: GTRONIC,MYR RM1.80,"Dec 15, 2023",19M
KLSE: GTRONIC,MYR RM1.80,"Dec 15, 2023",19M
KLSE: GTRONIC,MYR RM1.61,"Dec 22, 2023",32M
KLSE: GTRONIC,MYR RM1.61,"Dec 22, 2023",32M
KLSE: GTRONIC,MYR RM1.61,"Dec 22, 2023",32M
KLSE: GTRONIC,MYR RM1.62,"Dec 29, 2023",13M
KLSE: GTRONIC,MYR RM1.62,"Dec 29, 2023",13M
KLSE: GTRONIC,MYR RM1.73,"Jan 5, 2024",13M
KLSE: GTRONIC,MYR RM1.73,"Jan 5, 2024",13M
KLSE: GTRONIC,MYR RM1.74,"Jan 12, 2024",15M
KLSE: GTRONIC,MYR RM1.74,"Jan 12, 2024",15M
KLSE: GTRONIC,MYR RM1.74,"Jan 12, 2024",15M
KLSE: GTRONIC,MYR RM1.50,"Jan 19, 2024",55M
KLSE: GTRONIC,MYR RM1.50,"Jan 19, 2024",55M
KLSE: GTRONIC,MYR RM1.49,"Jan 26, 2024",11M
KLSE: GTRONIC,MYR RM1.49,"Jan 26, 2024",11M
KLSE: GTRONIC,MYR RM1.44,"Feb 2, 2024",7M
KLSE: GTRONIC,MYR RM1.44,"Feb 2, 2024",7M
KLSE: GTRONIC,MYR RM1.44,"Feb 2, 2024",7M
KLSE: GTRONIC,MYR RM1.53,"Feb 16, 2024",7M
KLSE: GTRONIC,MYR RM1.53,"Feb 16, 2024",7M
KLSE: GTRONIC,MYR RM1.51,"Feb 23, 2024",19M
KLSE: GTRONIC,MYR RM1.51,"Feb 23, 2024",19M
KLSE: GTRONIC,MYR RM1.46,"Mar 1, 2024",7.8M
KLSE: GTRONIC,MYR RM1.46,"Mar 1, 2024",7.8M
KLSE: GTRONIC,MYR RM1.46,"Mar 1, 2024",7.8M
KLSE: GTRONIC,MYR RM1.37,"Mar 8, 2024",15M
KLSE: GTRONIC,MYR RM1.37,"Mar 8, 2024",15M
KLSE: GTRONIC,MYR RM1.42,"Mar 15, 2024",9.4M
KLSE: GTRONIC,MYR RM1.42,"Mar 15, 2024",9.4M
KLSE: GTRONIC,MYR RM1.45,"Mar 22, 2024",7.2M
KLSE: GTRONIC,MYR RM1.45,"Mar 22, 2024",7.2M
KLSE: GTRONIC,MYR RM1.45,"Mar 22, 2024",7.2M
KLSE: GTRONIC,MYR RM1.48,"Mar 29, 2024",9M
KLSE: GTRONIC,MYR RM1.48,"Mar 29, 2024",9M
KLSE: GTRONIC,MYR RM1.39,"Apr 5, 2024",8.9M
KLSE: GTRONIC,MYR RM1.39,"Apr 5, 2024",8.9M
KLSE: GTRONIC,MYR RM1.41,"Apr 12, 2024",4.2M
KLSE: GTRONIC,MYR RM1.41,"Apr 12, 2024",4.2M
KLSE: GTRONIC,MYR RM1.41,"Apr 12, 2024",4.2M
KLSE: GTRONIC,MYR RM1.22,"Apr 19, 2024",16M
KLSE: GTRONIC,MYR RM1.22,"Apr 19, 2024",16M
KLSE: GTRONIC,MYR RM1.25,"Apr 26, 2024",25M
KLSE: GTRONIC,MYR RM1.25,"Apr 26, 2024",25M
KLSE: GTRONIC,MYR RM1.32,"May 3, 2024",12M
KLSE: GTRONIC,MYR RM1.32,"May 3, 2024",12M
KLSE: GTRONIC,MYR RM1.32,"May 3, 2024",12M
KLSE: GTRONIC,MYR RM1.26,"May 10, 2024",41M
KLSE: GTRONIC,MYR RM1.26,"May 10, 2024",41M
KLSE: GTRONIC,MYR RM1.30,"May 17, 2024",23M
KLSE: GTRONIC,MYR RM1.30,"May 17, 2024",23M
KLSE: GTRONIC,MYR RM1.28,"May 24, 2024",21M
KLSE: GTRONIC,MYR RM1.28,"May 24, 2024",21M
KLSE: GTRONIC,MYR RM1.28,"May 24, 2024",21M
KLSE: GTRONIC,MYR RM1.23,"May 31, 2024",17M
KLSE: GTRONIC,MYR RM1.23,"May 31, 2024",17M
KLSE: GTRONIC,MYR RM1.45,"Jun 7, 2024",56M
KLSE: GTRONIC,MYR RM1.45,"Jun 7, 2024",56M
KLSE: GTRONIC,MYR RM1.55,"Jun 14, 2024",62M
KLSE: GTRONIC,MYR RM1.55,"Jun 14, 2024",62M
KLSE: GTRONIC,MYR RM1.55,"Jun 14, 2024",62M
KLSE: GTRONIC,MYR RM1.50,"Jun 21, 2024",26M
KLSE: GTRONIC,MYR RM1.50,"Jun 21, 2024",26M
KLSE: GTRONIC,MYR RM1.48,"Jun 28, 2024",13M
KLSE: GTRONIC,MYR RM1.48,"Jun 28, 2024",13M
KLSE: GTRONIC,MYR RM1.48,"Jun 28, 2024",13M
KLSE: GTRONIC,MYR RM1.44,"Jul 5, 2024",14M
KLSE: GTRONIC,MYR RM1.44,"Jul 5, 2024",14M
KLSE: GTRONIC,MYR RM1.42,"Jul 12, 2024",11M
KLSE: GTRONIC,MYR RM1.42,"Jul 12, 2024",11M
KLSE: GTRONIC,MYR RM1.35,"Jul 19, 2024",13M
KLSE: GTRONIC,MYR RM1.35,"Jul 19, 2024",13M
KLSE: GTRONIC,MYR RM1.35,"Jul 19, 2024",13M
KLSE: GTRONIC,MYR RM1.27,"Jul 26, 2024",11M
KLSE: GTRONIC,MYR RM1.27,"Jul 26, 2024",11M
KLSE: GTRONIC,MYR RM1.23,"Aug 2, 2024",9.4M
KLSE: GTRONIC,MYR RM1.23,"Aug 2, 2024",9.4M
KLSE: GTRONIC,MYR RM1.20,"Aug 9, 2024",14M
KLSE: GTRONIC,MYR RM1.20,"Aug 9, 2024",14M
KLSE: GTRONIC,MYR RM1.20,"Aug 9, 2024",14M
KLSE: GTRONIC,MYR RM1.17,"Aug 16, 2024",5.1M
KLSE: GTRONIC,MYR RM1.17,"Aug 16, 2024",5.1M
KLSE: GTRONIC,MYR RM1.12,"Aug 23, 2024",9.8M
KLSE: GTRONIC,MYR RM1.12,"Aug 23, 2024",9.8M
KLSE: GTRONIC,MYR RM0.87,"Aug 30, 2024",48M
KLSE: GTRONIC,MYR RM0.87,"Aug 30, 2024",48M
KLSE: GTRONIC,MYR RM0.87,"Aug 30, 2024",48M
KLSE: GTRONIC,MYR RM0.82,"Sep 6, 2024",33M
KLSE: GTRONIC,MYR RM0.82,"Sep 6, 2024",33M
KLSE: GTRONIC,MYR RM0.55,"Sep 13, 2024",337M
KLSE: GTRONIC,MYR RM0.55,"Sep 13, 2024",337M
KLSE: GTRONIC,MYR RM0.61,"Sep 20, 2024",167M
KLSE: GTRONIC,MYR RM0.61,"Sep 20, 2024",167M
KLSE: GTRONIC,MYR RM0.61,"Sep 20, 2024",167M
KLSE: GTRONIC,MYR RM0.69,"Sep 27, 2024",231M
KLSE: GTRONIC,MYR RM0.69,"Sep 27, 2024",231M
KLSE: GTRONIC,MYR RM0.61,"Oct 4, 2024",72M
KLSE: GTRONIC,MYR RM0.61,"Oct 4, 2024",72M
KLSE: GTRONIC,MYR RM0.62,"Oct 11, 2024",48M
KLSE: GTRONIC,MYR RM0.62,"Oct 11, 2024",48M
KLSE: GTRONIC,MYR RM0.62,"Oct 11, 2024",48M
KLSE: GTRONIC,MYR RM0.62,"Oct 18, 2024",21M
KLSE: GTRONIC,MYR RM0.62,"Oct 18, 2024",21M
KLSE: GTRONIC,MYR RM0.57,"Oct 25, 2024",105M
KLSE: GTRONIC,MYR RM0.57,"Oct 25, 2024",105M
KLSE: GTRONIC,MYR RM0.51,"Nov 1, 2024",38M
KLSE: GTRONIC,MYR RM0.51,"Nov 1, 2024",38M
KLSE: GTRONIC,MYR RM0.51,"Nov 1, 2024",38M
KLSE: GTRONIC,MYR RM0.55,"Nov 8, 2024",88M
KLSE: GTRONIC,MYR RM0.55,"Nov 8, 2024",88M
KLSE: GTRONIC,MYR RM0.53,"Nov 15, 2024",37M
KLSE: GTRONIC,MYR RM0.53,"Nov 15, 2024",37M
KLSE: GTRONIC,MYR RM0.55,"Nov 22, 2024",78M
KLSE: GTRONIC,MYR RM0.55,"Nov 22, 2024",78M
KLSE: GTRONIC,MYR RM0.55,"Nov 22, 2024",78M
KLSE: GTRONIC,MYR RM0.55,"Nov 29, 2024",95M
KLSE: GTRONIC,MYR RM0.55,"Nov 29, 2024",95M
KLSE: GTRONIC,MYR RM0.55,"Dec 6, 2024",78M
KLSE: GTRONIC,MYR RM0.55,"Dec 6, 2024",78M
KLSE: GTRONIC,MYR RM0.59,"Dec 13, 2024",59M
KLSE: GTRONIC,MYR RM0.59,"Dec 13, 2024",59M
KLSE: GTRONIC,MYR RM0.59,"Dec 13, 2024",59M
KLSE: GTRONIC,MYR RM0.56,"Dec 20, 2024",71M
KLSE: GTRONIC,MYR RM0.56,"Dec 20, 2024",71M
KLSE: GTRONIC,MYR RM0.59,"Dec 27, 2024",54M
KLSE: GTRONIC,MYR RM0.59,"Dec 27, 2024",54M
KLSE: GTRONIC,MYR RM0.59,"Jan 3, 2025",35M
KLSE: GTRONIC,MYR RM0.59,"Jan 3, 2025",35M
KLSE: GTRONIC,MYR RM0.59,"Jan 3, 2025",35M
KLSE: GTRONIC,MYR RM0.55,"Jan 10, 2025",43M
KLSE: GTRONIC,MYR RM0.55,"Jan 10, 2025",43M
KLSE: GTRONIC,MYR RM0.54,"Jan 17, 2025",23M
KLSE: GTRONIC,MYR RM0.54,"Jan 17, 2025",23M
KLSE: GTRONIC,MYR RM0.54,"Jan 17, 2025",23M
KLSE: GTRONIC,MYR RM0.52,"Jan 24, 2025",12M
KLSE: GTRONIC,MYR RM0.52,"Jan 24, 2025",12M
KLSE: GTRONIC,MYR RM0.51,"Jan 31, 2025",6.4M
KLSE: GTRONIC,MYR RM0.51,"Jan 31, 2025",6.4M
KLSE: GTRONIC,MYR RM0.53,"Feb 7, 2025",12M
KLSE: GTRONIC,MYR RM0.53,"Feb 7, 2025",12M
KLSE: GTRONIC,MYR RM0.53,"Feb 7, 2025",12M
KLSE: GTRONIC,MYR RM0.50,"Feb 14, 2025",6.3M
KLSE: GTRONIC,MYR RM0.50,"Feb 14, 2025",6.3M
KLSE: GTRONIC,MYR RM0.42,"Feb 21, 2025",20M
KLSE: GTRONIC,MYR RM0.42,"Feb 21, 2025",20M
KLSE: GTRONIC,MYR RM0.37,"Feb 28, 2025",25M
KLSE: GTRONIC,MYR RM0.37,"Feb 28, 2025",25M
KLSE: GTRONIC,MYR RM0.37,"Feb 28, 2025",25M
KLSE: GTRONIC,MYR RM0.40,"Mar 7, 2025",21M
KLSE: GTRONIC,MYR RM0.40,"Mar 7, 2025",21M
KLSE: GTRONIC,MYR RM0.43,"Mar 14, 2025",24M
KLSE: GTRONIC,MYR RM0.43,"Mar 14, 2025",24M
KLSE: GTRONIC,MYR RM0.44,"Mar 21, 2025",10M
KLSE: GTRONIC,MYR RM0.44,"Mar 21, 2025",10M
KLSE: GTRONIC,MYR RM0.44,"Mar 21, 2025",10M
KLSE: GTRONIC,MYR RM0.43,"Mar 28, 2025",10M
KLSE: GTRONIC,MYR RM0.43,"Mar 28, 2025",10M
KLSE: GTRONIC,MYR RM0.40,"Apr 4, 2025",4.6M
KLSE: GTRONIC,MYR RM0.40,"Apr 4, 2025",4.6M
KLSE: GTRONIC,MYR RM0.43,"Apr 11, 2025",15M
KLSE: GTRONIC,MYR RM0.43,"Apr 11, 2025",15M
KLSE: GTRONIC,MYR RM0.43,"Apr 11, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: GTRONIC,MYR RM0.44,"Apr 18, 2025",15M
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,,,
KLSE: FRONTKN,MYR RM1.43,"Apr 17, 2020",64M
KLSE: FRONTKN,MYR RM1.43,"Apr 17, 2020",64M
KLSE: FRONTKN,MYR RM1.43,"Apr 17, 2020",64M
KLSE: FRONTKN,MYR RM1.49,"Apr 30, 2020",21M
KLSE: FRONTKN,MYR RM1.49,"Apr 30, 2020",21M
KLSE: FRONTKN,MYR RM1.52,"May 8, 2020",19M
KLSE: FRONTKN,MYR RM1.52,"May 8, 2020",19M
KLSE: FRONTKN,MYR RM1.52,"May 8, 2020",19M
KLSE: FRONTKN,MYR RM1.51,"May 15, 2020",27M
KLSE: FRONTKN,MYR RM1.51,"May 15, 2020",27M
KLSE: FRONTKN,MYR RM1.56,"May 22, 2020",34M
KLSE: FRONTKN,MYR RM1.56,"May 22, 2020",34M
KLSE: FRONTKN,MYR RM1.62,"May 29, 2020",20M
KLSE: FRONTKN,MYR RM1.62,"May 29, 2020",20M
KLSE: FRONTKN,MYR RM1.62,"May 29, 2020",20M
KLSE: FRONTKN,MYR RM1.73,"Jun 5, 2020",32M
KLSE: FRONTKN,MYR RM1.73,"Jun 5, 2020",32M
KLSE: FRONTKN,MYR RM1.73,"Jun 12, 2020",24M
KLSE: FRONTKN,MYR RM1.73,"Jun 12, 2020",24M
KLSE: FRONTKN,MYR RM1.71,"Jun 19, 2020",34M
KLSE: FRONTKN,MYR RM1.71,"Jun 19, 2020",34M
KLSE: FRONTKN,MYR RM1.71,"Jun 19, 2020",34M
KLSE: FRONTKN,MYR RM1.63,"Jun 26, 2020",21M
KLSE: FRONTKN,MYR RM1.63,"Jun 26, 2020",21M
KLSE: FRONTKN,MYR RM1.75,"Jul 3, 2020",31M
KLSE: FRONTKN,MYR RM1.75,"Jul 3, 2020",31M
KLSE: FRONTKN,MYR RM2.10,"Jul 10, 2020",42M
KLSE: FRONTKN,MYR RM2.10,"Jul 10, 2020",42M
KLSE: FRONTKN,MYR RM2.10,"Jul 10, 2020",42M
KLSE: FRONTKN,MYR RM2.24,"Jul 17, 2020",39M
KLSE: FRONTKN,MYR RM2.24,"Jul 17, 2020",39M
KLSE: FRONTKN,MYR RM2.25,"Jul 24, 2020",25M
KLSE: FRONTKN,MYR RM2.25,"Jul 24, 2020",25M
KLSE: FRONTKN,MYR RM2.33,"Jul 30, 2020",21M
KLSE: FRONTKN,MYR RM2.33,"Jul 30, 2020",21M
KLSE: FRONTKN,MYR RM2.33,"Jul 30, 2020",21M
KLSE: FRONTKN,MYR RM2.39,"Aug 7, 2020",20M
KLSE: FRONTKN,MYR RM2.39,"Aug 7, 2020",20M
KLSE: FRONTKN,MYR RM2.31,"Aug 14, 2020",20M
KLSE: FRONTKN,MYR RM2.31,"Aug 14, 2020",20M
KLSE: FRONTKN,MYR RM2.31,"Aug 14, 2020",20M
KLSE: FRONTKN,MYR RM2.49,"Aug 21, 2020",18M
KLSE: FRONTKN,MYR RM2.49,"Aug 21, 2020",18M
KLSE: FRONTKN,MYR RM2.53,"Aug 28, 2020",20M
KLSE: FRONTKN,MYR RM2.53,"Aug 28, 2020",20M
KLSE: FRONTKN,MYR RM2.43,"Sep 4, 2020",17M
KLSE: FRONTKN,MYR RM2.43,"Sep 4, 2020",17M
KLSE: FRONTKN,MYR RM2.43,"Sep 4, 2020",17M
KLSE: FRONTKN,MYR RM2.32,"Sep 11, 2020",26M
KLSE: FRONTKN,MYR RM2.32,"Sep 11, 2020",26M
KLSE: FRONTKN,MYR RM2.27,"Sep 18, 2020",20M
KLSE: FRONTKN,MYR RM2.27,"Sep 18, 2020",20M
KLSE: FRONTKN,MYR RM2.33,"Sep 25, 2020",18M
KLSE: FRONTKN,MYR RM2.33,"Sep 25, 2020",18M
KLSE: FRONTKN,MYR RM2.33,"Sep 25, 2020",18M
KLSE: FRONTKN,MYR RM2.35,"Oct 2, 2020",14M
KLSE: FRONTKN,MYR RM2.35,"Oct 2, 2020",14M
KLSE: FRONTKN,MYR RM2.48,"Oct 9, 2020",11M
KLSE: FRONTKN,MYR RM2.48,"Oct 9, 2020",11M
KLSE: FRONTKN,MYR RM2.47,"Oct 16, 2020",13M
KLSE: FRONTKN,MYR RM2.47,"Oct 16, 2020",13M
KLSE: FRONTKN,MYR RM2.47,"Oct 16, 2020",13M
KLSE: FRONTKN,MYR RM2.47,"Oct 23, 2020",30M
KLSE: FRONTKN,MYR RM2.47,"Oct 23, 2020",30M
KLSE: FRONTKN,MYR RM2.33,"Oct 30, 2020",15M
KLSE: FRONTKN,MYR RM2.33,"Oct 30, 2020",15M
KLSE: FRONTKN,MYR RM2.43,"Nov 6, 2020",21M
KLSE: FRONTKN,MYR RM2.43,"Nov 6, 2020",21M
KLSE: FRONTKN,MYR RM2.43,"Nov 6, 2020",21M
KLSE: FRONTKN,MYR RM2.35,"Nov 13, 2020",14M
KLSE: FRONTKN,MYR RM2.35,"Nov 13, 2020",14M
KLSE: FRONTKN,MYR RM2.21,"Nov 20, 2020",20M
KLSE: FRONTKN,MYR RM2.21,"Nov 20, 2020",20M
KLSE: FRONTKN,MYR RM2.19,"Nov 27, 2020",23M
KLSE: FRONTKN,MYR RM2.19,"Nov 27, 2020",23M
KLSE: FRONTKN,MYR RM2.19,"Nov 27, 2020",23M
KLSE: FRONTKN,MYR RM2.34,"Dec 4, 2020",21M
KLSE: FRONTKN,MYR RM2.34,"Dec 4, 2020",21M
KLSE: FRONTKN,MYR RM2.33,"Dec 11, 2020",16M
KLSE: FRONTKN,MYR RM2.33,"Dec 11, 2020",16M
KLSE: FRONTKN,MYR RM2.27,"Dec 18, 2020",12M
KLSE: FRONTKN,MYR RM2.27,"Dec 18, 2020",12M
KLSE: FRONTKN,MYR RM2.27,"Dec 18, 2020",12M
KLSE: FRONTKN,MYR RM2.36,"Dec 24, 2020",8.7M
KLSE: FRONTKN,MYR RM2.36,"Dec 24, 2020",8.7M
KLSE: FRONTKN,MYR RM2.37,"Dec 31, 2020",11M
KLSE: FRONTKN,MYR RM2.37,"Dec 31, 2020",11M
KLSE: FRONTKN,MYR RM2.49,"Jan 8, 2021",19M
KLSE: FRONTKN,MYR RM2.49,"Jan 8, 2021",19M
KLSE: FRONTKN,MYR RM2.49,"Jan 8, 2021",19M
KLSE: FRONTKN,MYR RM2.97,"Jan 15, 2021",40M
KLSE: FRONTKN,MYR RM2.97,"Jan 15, 2021",40M
KLSE: FRONTKN,MYR RM2.97,"Jan 22, 2021",22M
KLSE: FRONTKN,MYR RM2.97,"Jan 22, 2021",22M
KLSE: FRONTKN,MYR RM3.11,"Jan 29, 2021",19M
KLSE: FRONTKN,MYR RM3.11,"Jan 29, 2021",19M
KLSE: FRONTKN,MYR RM3.11,"Jan 29, 2021",19M
KLSE: FRONTKN,MYR RM3.25,"Feb 5, 2021",24M
KLSE: FRONTKN,MYR RM3.25,"Feb 5, 2021",24M
KLSE: FRONTKN,MYR RM3.28,"Feb 11, 2021",17M
KLSE: FRONTKN,MYR RM3.28,"Feb 11, 2021",17M
KLSE: FRONTKN,MYR RM3.27,"Feb 19, 2021",21M
KLSE: FRONTKN,MYR RM3.27,"Feb 19, 2021",21M
KLSE: FRONTKN,MYR RM3.27,"Feb 19, 2021",21M
KLSE: FRONTKN,MYR RM3.47,"Feb 26, 2021",50M
KLSE: FRONTKN,MYR RM3.47,"Feb 26, 2021",50M
KLSE: FRONTKN,MYR RM3.33,"Mar 5, 2021",25M
KLSE: FRONTKN,MYR RM3.33,"Mar 5, 2021",25M
KLSE: FRONTKN,MYR RM3.33,"Mar 5, 2021",25M
KLSE: FRONTKN,MYR RM3.18,"Mar 12, 2021",38M
KLSE: FRONTKN,MYR RM3.18,"Mar 12, 2021",38M
KLSE: FRONTKN,MYR RM3.23,"Mar 26, 2021",21M
KLSE: FRONTKN,MYR RM3.23,"Mar 26, 2021",21M
KLSE: FRONTKN,MYR RM3.45,"Apr 2, 2021",24M
KLSE: FRONTKN,MYR RM3.45,"Apr 2, 2021",24M
KLSE: FRONTKN,MYR RM3.45,"Apr 2, 2021",24M
KLSE: FRONTKN,MYR RM3.47,"Apr 9, 2021",16M
KLSE: FRONTKN,MYR RM3.47,"Apr 9, 2021",16M
KLSE: FRONTKN,MYR RM3.55,"Apr 16, 2021",13M
KLSE: FRONTKN,MYR RM3.55,"Apr 16, 2021",13M
KLSE: FRONTKN,MYR RM3.38,"Apr 23, 2021",14M
KLSE: FRONTKN,MYR RM3.38,"Apr 23, 2021",14M
KLSE: FRONTKN,MYR RM3.38,"Apr 23, 2021",14M
KLSE: FRONTKN,MYR RM3.14,"Apr 30, 2021",30M
KLSE: FRONTKN,MYR RM3.14,"Apr 30, 2021",30M
KLSE: FRONTKN,MYR RM2.90,"May 7, 2021",38M
KLSE: FRONTKN,MYR RM2.90,"May 7, 2021",38M
KLSE: FRONTKN,MYR RM2.79,"May 12, 2021",24M
KLSE: FRONTKN,MYR RM2.79,"May 12, 2021",24M
KLSE: FRONTKN,MYR RM2.79,"May 12, 2021",24M
KLSE: FRONTKN,MYR RM2.70,"May 21, 2021",49M
KLSE: FRONTKN,MYR RM2.70,"May 21, 2021",49M
KLSE: FRONTKN,MYR RM2.98,"May 28, 2021",32M
KLSE: FRONTKN,MYR RM2.98,"May 28, 2021",32M
KLSE: FRONTKN,MYR RM2.98,"Jun 4, 2021",23M
KLSE: FRONTKN,MYR RM2.98,"Jun 4, 2021",23M
KLSE: FRONTKN,MYR RM2.98,"Jun 4, 2021",23M
KLSE: FRONTKN,MYR RM2.86,"Jun 11, 2021",19M
KLSE: FRONTKN,MYR RM2.86,"Jun 11, 2021",19M
KLSE: FRONTKN,MYR RM3.00,"Jun 18, 2021",34M
KLSE: FRONTKN,MYR RM3.00,"Jun 18, 2021",34M
KLSE: FRONTKN,MYR RM2.87,"Jun 25, 2021",20M
KLSE: FRONTKN,MYR RM2.87,"Jun 25, 2021",20M
KLSE: FRONTKN,MYR RM2.87,"Jun 25, 2021",20M
KLSE: FRONTKN,MYR RM2.93,"Jul 2, 2021",25M
KLSE: FRONTKN,MYR RM2.93,"Jul 2, 2021",25M
KLSE: FRONTKN,MYR RM3.09,"Jul 9, 2021",30M
KLSE: FRONTKN,MYR RM3.09,"Jul 9, 2021",30M
KLSE: FRONTKN,MYR RM3.25,"Jul 16, 2021",32M
KLSE: FRONTKN,MYR RM3.25,"Jul 16, 2021",32M
KLSE: FRONTKN,MYR RM3.25,"Jul 16, 2021",32M
KLSE: FRONTKN,MYR RM3.26,"Jul 23, 2021",22M
KLSE: FRONTKN,MYR RM3.26,"Jul 23, 2021",22M
KLSE: FRONTKN,MYR RM3.25,"Jul 30, 2021",28M
KLSE: FRONTKN,MYR RM3.25,"Jul 30, 2021",28M
KLSE: FRONTKN,MYR RM3.40,"Aug 6, 2021",24M
KLSE: FRONTKN,MYR RM3.40,"Aug 6, 2021",24M
KLSE: FRONTKN,MYR RM3.40,"Aug 6, 2021",24M
KLSE: FRONTKN,MYR RM3.27,"Aug 13, 2021",19M
KLSE: FRONTKN,MYR RM3.27,"Aug 13, 2021",19M
KLSE: FRONTKN,MYR RM3.16,"Aug 20, 2021",24M
KLSE: FRONTKN,MYR RM3.16,"Aug 20, 2021",24M
KLSE: FRONTKN,MYR RM3.37,"Aug 27, 2021",21M
KLSE: FRONTKN,MYR RM3.37,"Aug 27, 2021",21M
KLSE: FRONTKN,MYR RM3.37,"Aug 27, 2021",21M
KLSE: FRONTKN,MYR RM3.26,"Sep 3, 2021",15M
KLSE: FRONTKN,MYR RM3.26,"Sep 3, 2021",15M
KLSE: FRONTKN,MYR RM3.54,"Sep 10, 2021",35M
KLSE: FRONTKN,MYR RM3.54,"Sep 10, 2021",35M
KLSE: FRONTKN,MYR RM3.80,"Sep 17, 2021",33M
KLSE: FRONTKN,MYR RM3.80,"Sep 17, 2021",33M
KLSE: FRONTKN,MYR RM3.80,"Sep 17, 2021",33M
KLSE: FRONTKN,MYR RM3.88,"Sep 24, 2021",31M
KLSE: FRONTKN,MYR RM3.88,"Sep 24, 2021",31M
KLSE: FRONTKN,MYR RM3.50,"Oct 1, 2021",44M
KLSE: FRONTKN,MYR RM3.50,"Oct 1, 2021",44M
KLSE: FRONTKN,MYR RM3.50,"Oct 1, 2021",44M
KLSE: FRONTKN,MYR RM3.61,"Oct 8, 2021",26M
KLSE: FRONTKN,MYR RM3.61,"Oct 8, 2021",26M
KLSE: FRONTKN,MYR RM3.69,"Oct 15, 2021",28M
KLSE: FRONTKN,MYR RM3.69,"Oct 15, 2021",28M
KLSE: FRONTKN,MYR RM3.70,"Oct 22, 2021",18M
KLSE: FRONTKN,MYR RM3.70,"Oct 22, 2021",18M
KLSE: FRONTKN,MYR RM3.70,"Oct 22, 2021",18M
KLSE: FRONTKN,MYR RM3.81,"Oct 29, 2021",17M
KLSE: FRONTKN,MYR RM3.81,"Oct 29, 2021",17M
KLSE: FRONTKN,MYR RM3.98,"Nov 5, 2021",17M
KLSE: FRONTKN,MYR RM3.98,"Nov 5, 2021",17M
KLSE: FRONTKN,MYR RM3.93,"Nov 12, 2021",25M
KLSE: FRONTKN,MYR RM3.93,"Nov 12, 2021",25M
KLSE: FRONTKN,MYR RM3.93,"Nov 12, 2021",25M
KLSE: FRONTKN,MYR RM3.80,"Nov 19, 2021",15M
KLSE: FRONTKN,MYR RM3.80,"Nov 19, 2021",15M
