price      , date          , volume
KLSE: FRONTKN,MYR RM3.75,"Nov 26, 2021",21M
KLSE: FRONTKN,MYR RM3.75,"Nov 26, 2021",21M
KLSE: FRONTKN,MYR RM3.66,"Dec 2, 2021",39M
KLSE: FRONTKN,MYR RM3.66,"Dec 2, 2021",39M
KLSE: FRONTKN,MYR RM3.66,"Dec 2, 2021",39M
KLSE: FRONTKN,MYR RM3.79,"Dec 10, 2021",20M
KLSE: FRONTKN,MYR RM3.79,"Dec 10, 2021",20M
KLSE: FRONTKN,MYR RM3.86,"Dec 17, 2021",21M
KLSE: FRONTKN,MYR RM3.86,"Dec 17, 2021",21M
KLSE: FRONTKN,MYR RM3.90,"Dec 24, 2021",9.9M
KLSE: FRONTKN,MYR RM3.90,"Dec 24, 2021",9.9M
KLSE: FRONTKN,MYR RM3.90,"Dec 24, 2021",9.9M
KLSE: FRONTKN,MYR RM4.00,"Dec 31, 2021",11M
KLSE: FRONTKN,MYR RM4.00,"Dec 31, 2021",11M
KLSE: FRONTKN,MYR RM4.06,"Jan 7, 2022",13M
KLSE: FRONTKN,MYR RM4.06,"Jan 7, 2022",13M
KLSE: FRONTKN,MYR RM3.40,"Jan 14, 2022",74M
KLSE: FRONTKN,MYR RM3.40,"Jan 14, 2022",74M
KLSE: FRONTKN,MYR RM3.40,"Jan 14, 2022",74M
KLSE: FRONTKN,MYR RM3.16,"Jan 21, 2022",60M
KLSE: FRONTKN,MYR RM3.16,"Jan 21, 2022",60M
KLSE: FRONTKN,MYR RM3.13,"Jan 28, 2022",33M
KLSE: FRONTKN,MYR RM3.13,"Jan 28, 2022",33M
KLSE: FRONTKN,MYR RM3.15,"Feb 4, 2022",8.5M
KLSE: FRONTKN,MYR RM3.15,"Feb 4, 2022",8.5M
KLSE: FRONTKN,MYR RM3.15,"Feb 4, 2022",8.5M
KLSE: FRONTKN,MYR RM3.33,"Feb 11, 2022",17M
KLSE: FRONTKN,MYR RM3.33,"Feb 11, 2022",17M
KLSE: FRONTKN,MYR RM3.28,"Feb 18, 2022",12M
KLSE: FRONTKN,MYR RM3.28,"Feb 18, 2022",12M
KLSE: FRONTKN,MYR RM3.05,"Feb 25, 2022",37M
KLSE: FRONTKN,MYR RM3.05,"Feb 25, 2022",37M
KLSE: FRONTKN,MYR RM3.05,"Feb 25, 2022",37M
KLSE: FRONTKN,MYR RM2.60,"Mar 4, 2022",31M
KLSE: FRONTKN,MYR RM2.60,"Mar 4, 2022",31M
KLSE: FRONTKN,MYR RM2.72,"Mar 11, 2022",59M
KLSE: FRONTKN,MYR RM2.72,"Mar 11, 2022",59M
KLSE: FRONTKN,MYR RM2.88,"Mar 18, 2022",42M
KLSE: FRONTKN,MYR RM2.88,"Mar 18, 2022",42M
KLSE: FRONTKN,MYR RM2.88,"Mar 18, 2022",42M
KLSE: FRONTKN,MYR RM3.18,"Mar 25, 2022",47M
KLSE: FRONTKN,MYR RM3.18,"Mar 25, 2022",47M
KLSE: FRONTKN,MYR RM3.02,"Apr 1, 2022",27M
KLSE: FRONTKN,MYR RM3.02,"Apr 1, 2022",27M
KLSE: FRONTKN,MYR RM3.02,"Apr 1, 2022",27M
KLSE: FRONTKN,MYR RM2.98,"Apr 8, 2022",13M
KLSE: FRONTKN,MYR RM2.98,"Apr 8, 2022",13M
KLSE: FRONTKN,MYR RM2.79,"Apr 15, 2022",20M
KLSE: FRONTKN,MYR RM2.79,"Apr 15, 2022",20M
KLSE: FRONTKN,MYR RM2.67,"Apr 22, 2022",14M
KLSE: FRONTKN,MYR RM2.67,"Apr 22, 2022",14M
KLSE: FRONTKN,MYR RM2.67,"Apr 22, 2022",14M
KLSE: FRONTKN,MYR RM2.79,"Apr 29, 2022",14M
KLSE: FRONTKN,MYR RM2.79,"Apr 29, 2022",14M
KLSE: FRONTKN,MYR RM2.56,"May 6, 2022",6.9M
KLSE: FRONTKN,MYR RM2.56,"May 6, 2022",6.9M
KLSE: FRONTKN,MYR RM2.50,"May 13, 2022",19M
KLSE: FRONTKN,MYR RM2.50,"May 13, 2022",19M
KLSE: FRONTKN,MYR RM2.50,"May 13, 2022",19M
KLSE: FRONTKN,MYR RM2.53,"May 20, 2022",12M
KLSE: FRONTKN,MYR RM2.53,"May 20, 2022",12M
KLSE: FRONTKN,MYR RM2.66,"May 27, 2022",11M
KLSE: FRONTKN,MYR RM2.66,"May 27, 2022",11M
KLSE: FRONTKN,MYR RM2.83,"Jun 3, 2022",9.9M
KLSE: FRONTKN,MYR RM2.83,"Jun 3, 2022",9.9M
KLSE: FRONTKN,MYR RM2.83,"Jun 3, 2022",9.9M
KLSE: FRONTKN,MYR RM2.72,"Jun 10, 2022",4.3M
KLSE: FRONTKN,MYR RM2.72,"Jun 10, 2022",4.3M
KLSE: FRONTKN,MYR RM2.53,"Jun 17, 2022",17M
KLSE: FRONTKN,MYR RM2.53,"Jun 17, 2022",17M
KLSE: FRONTKN,MYR RM2.55,"Jun 24, 2022",10M
KLSE: FRONTKN,MYR RM2.55,"Jun 24, 2022",10M
KLSE: FRONTKN,MYR RM2.55,"Jun 24, 2022",10M
KLSE: FRONTKN,MYR RM2.25,"Jul 1, 2022",35M
KLSE: FRONTKN,MYR RM2.25,"Jul 1, 2022",35M
KLSE: FRONTKN,MYR RM2.20,"Jul 8, 2022",27M
KLSE: FRONTKN,MYR RM2.20,"Jul 8, 2022",27M
KLSE: FRONTKN,MYR RM2.31,"Jul 15, 2022",10M
KLSE: FRONTKN,MYR RM2.31,"Jul 15, 2022",10M
KLSE: FRONTKN,MYR RM2.31,"Jul 15, 2022",10M
KLSE: FRONTKN,MYR RM2.52,"Jul 22, 2022",18M
KLSE: FRONTKN,MYR RM2.52,"Jul 22, 2022",18M
KLSE: FRONTKN,MYR RM2.88,"Jul 29, 2022",22M
KLSE: FRONTKN,MYR RM2.88,"Jul 29, 2022",22M
KLSE: FRONTKN,MYR RM2.80,"Aug 5, 2022",22M
KLSE: FRONTKN,MYR RM2.80,"Aug 5, 2022",22M
KLSE: FRONTKN,MYR RM2.80,"Aug 5, 2022",22M
KLSE: FRONTKN,MYR RM2.90,"Aug 12, 2022",16M
KLSE: FRONTKN,MYR RM2.90,"Aug 12, 2022",16M
KLSE: FRONTKN,MYR RM2.86,"Aug 19, 2022",9.8M
KLSE: FRONTKN,MYR RM2.86,"Aug 19, 2022",9.8M
KLSE: FRONTKN,MYR RM2.90,"Aug 26, 2022",13M
KLSE: FRONTKN,MYR RM2.90,"Aug 26, 2022",13M
KLSE: FRONTKN,MYR RM2.90,"Aug 26, 2022",13M
KLSE: FRONTKN,MYR RM2.68,"Sep 2, 2022",8.3M
KLSE: FRONTKN,MYR RM2.68,"Sep 2, 2022",8.3M
KLSE: FRONTKN,MYR RM2.72,"Sep 9, 2022",5.1M
KLSE: FRONTKN,MYR RM2.72,"Sep 9, 2022",5.1M
KLSE: FRONTKN,MYR RM2.73,"Sep 15, 2022",10M
KLSE: FRONTKN,MYR RM2.73,"Sep 15, 2022",10M
KLSE: FRONTKN,MYR RM2.73,"Sep 15, 2022",10M
KLSE: FRONTKN,MYR RM2.73,"Sep 23, 2022",4.4M
KLSE: FRONTKN,MYR RM2.73,"Sep 23, 2022",4.4M
KLSE: FRONTKN,MYR RM2.75,"Sep 30, 2022",20M
KLSE: FRONTKN,MYR RM2.75,"Sep 30, 2022",20M
KLSE: FRONTKN,MYR RM2.70,"Oct 7, 2022",6.1M
KLSE: FRONTKN,MYR RM2.70,"Oct 7, 2022",6.1M
KLSE: FRONTKN,MYR RM2.70,"Oct 7, 2022",6.1M
KLSE: FRONTKN,MYR RM2.47,"Oct 14, 2022",22M
KLSE: FRONTKN,MYR RM2.47,"Oct 14, 2022",22M
KLSE: FRONTKN,MYR RM2.48,"Oct 21, 2022",5.7M
KLSE: FRONTKN,MYR RM2.48,"Oct 21, 2022",5.7M
KLSE: FRONTKN,MYR RM2.48,"Oct 21, 2022",5.7M
KLSE: FRONTKN,MYR RM2.48,"Oct 28, 2022",2.7M
KLSE: FRONTKN,MYR RM2.48,"Oct 28, 2022",2.7M
KLSE: FRONTKN,MYR RM2.51,"Nov 4, 2022",10M
KLSE: FRONTKN,MYR RM2.51,"Nov 4, 2022",10M
KLSE: FRONTKN,MYR RM2.70,"Nov 11, 2022",9.5M
KLSE: FRONTKN,MYR RM2.70,"Nov 11, 2022",9.5M
KLSE: FRONTKN,MYR RM2.70,"Nov 11, 2022",9.5M
KLSE: FRONTKN,MYR RM2.76,"Nov 17, 2022",9.1M
KLSE: FRONTKN,MYR RM2.76,"Nov 17, 2022",9.1M
KLSE: FRONTKN,MYR RM3.03,"Nov 25, 2022",14M
KLSE: FRONTKN,MYR RM3.03,"Nov 25, 2022",14M
KLSE: FRONTKN,MYR RM3.34,"Dec 2, 2022",20M
KLSE: FRONTKN,MYR RM3.34,"Dec 2, 2022",20M
KLSE: FRONTKN,MYR RM3.34,"Dec 2, 2022",20M
KLSE: FRONTKN,MYR RM3.25,"Dec 9, 2022",10M
KLSE: FRONTKN,MYR RM3.25,"Dec 9, 2022",10M
KLSE: FRONTKN,MYR RM3.32,"Dec 16, 2022",9M
KLSE: FRONTKN,MYR RM3.32,"Dec 16, 2022",9M
KLSE: FRONTKN,MYR RM3.10,"Dec 23, 2022",9.2M
KLSE: FRONTKN,MYR RM3.10,"Dec 23, 2022",9.2M
KLSE: FRONTKN,MYR RM3.10,"Dec 23, 2022",9.2M
KLSE: FRONTKN,MYR RM3.08,"Dec 30, 2022",4.1M
KLSE: FRONTKN,MYR RM3.08,"Dec 30, 2022",4.1M
KLSE: FRONTKN,MYR RM3.00,"Jan 6, 2023",5.9M
KLSE: FRONTKN,MYR RM3.00,"Jan 6, 2023",5.9M
KLSE: FRONTKN,MYR RM3.24,"Jan 13, 2023",22M
KLSE: FRONTKN,MYR RM3.24,"Jan 13, 2023",22M
KLSE: FRONTKN,MYR RM3.24,"Jan 13, 2023",22M
KLSE: FRONTKN,MYR RM3.30,"Jan 20, 2023",14M
KLSE: FRONTKN,MYR RM3.30,"Jan 20, 2023",14M
KLSE: FRONTKN,MYR RM3.25,"Jan 27, 2023",11M
KLSE: FRONTKN,MYR RM3.25,"Jan 27, 2023",11M
KLSE: FRONTKN,MYR RM3.30,"Feb 3, 2023",14M
KLSE: FRONTKN,MYR RM3.30,"Feb 3, 2023",14M
KLSE: FRONTKN,MYR RM3.30,"Feb 3, 2023",14M
KLSE: FRONTKN,MYR RM3.19,"Feb 10, 2023",13M
KLSE: FRONTKN,MYR RM3.19,"Feb 10, 2023",13M
KLSE: FRONTKN,MYR RM3.11,"Feb 17, 2023",11M
KLSE: FRONTKN,MYR RM3.11,"Feb 17, 2023",11M
KLSE: FRONTKN,MYR RM3.11,"Feb 24, 2023",17M
KLSE: FRONTKN,MYR RM3.11,"Feb 24, 2023",17M
KLSE: FRONTKN,MYR RM3.11,"Feb 24, 2023",17M
KLSE: FRONTKN,MYR RM3.10,"Mar 3, 2023",7.8M
KLSE: FRONTKN,MYR RM3.10,"Mar 3, 2023",7.8M
KLSE: FRONTKN,MYR RM3.05,"Mar 10, 2023",5.1M
KLSE: FRONTKN,MYR RM3.05,"Mar 10, 2023",5.1M
KLSE: FRONTKN,MYR RM3.02,"Mar 17, 2023",5.3M
KLSE: FRONTKN,MYR RM3.02,"Mar 17, 2023",5.3M
KLSE: FRONTKN,MYR RM3.02,"Mar 17, 2023",5.3M
KLSE: FRONTKN,MYR RM3.07,"Mar 24, 2023",4.9M
KLSE: FRONTKN,MYR RM3.07,"Mar 24, 2023",4.9M
KLSE: FRONTKN,MYR RM3.12,"Mar 31, 2023",7.4M
KLSE: FRONTKN,MYR RM3.12,"Mar 31, 2023",7.4M
KLSE: FRONTKN,MYR RM3.17,"Apr 7, 2023",8.2M
KLSE: FRONTKN,MYR RM3.17,"Apr 7, 2023",8.2M
KLSE: FRONTKN,MYR RM3.17,"Apr 7, 2023",8.2M
KLSE: FRONTKN,MYR RM3.18,"Apr 14, 2023",5.9M
KLSE: FRONTKN,MYR RM3.18,"Apr 14, 2023",5.9M
KLSE: FRONTKN,MYR RM3.11,"Apr 20, 2023",3.6M
KLSE: FRONTKN,MYR RM3.11,"Apr 20, 2023",3.6M
KLSE: FRONTKN,MYR RM3.04,"Apr 28, 2023",5.2M
KLSE: FRONTKN,MYR RM3.04,"Apr 28, 2023",5.2M
KLSE: FRONTKN,MYR RM3.04,"Apr 28, 2023",5.2M
KLSE: FRONTKN,MYR RM2.97,"May 5, 2023",9.3M
KLSE: FRONTKN,MYR RM2.97,"May 5, 2023",9.3M
KLSE: FRONTKN,MYR RM2.83,"May 12, 2023",19M
KLSE: FRONTKN,MYR RM2.83,"May 12, 2023",19M
KLSE: FRONTKN,MYR RM2.83,"May 12, 2023",19M
KLSE: FRONTKN,MYR RM2.88,"May 19, 2023",6.9M
KLSE: FRONTKN,MYR RM2.88,"May 19, 2023",6.9M
KLSE: FRONTKN,MYR RM3.07,"May 26, 2023",17M
KLSE: FRONTKN,MYR RM3.07,"May 26, 2023",17M
KLSE: FRONTKN,MYR RM3.11,"Jun 2, 2023",13M
KLSE: FRONTKN,MYR RM3.11,"Jun 2, 2023",13M
KLSE: FRONTKN,MYR RM3.11,"Jun 2, 2023",13M
KLSE: FRONTKN,MYR RM3.17,"Jun 9, 2023",4.6M
KLSE: FRONTKN,MYR RM3.17,"Jun 9, 2023",4.6M
KLSE: FRONTKN,MYR RM3.13,"Jun 16, 2023",16M
KLSE: FRONTKN,MYR RM3.13,"Jun 16, 2023",16M
KLSE: FRONTKN,MYR RM3.12,"Jun 23, 2023",5M
KLSE: FRONTKN,MYR RM3.12,"Jun 23, 2023",5M
KLSE: FRONTKN,MYR RM3.12,"Jun 23, 2023",5M
KLSE: FRONTKN,MYR RM3.15,"Jun 30, 2023",2.7M
KLSE: FRONTKN,MYR RM3.15,"Jun 30, 2023",2.7M
KLSE: FRONTKN,MYR RM3.15,"Jul 7, 2023",10M
KLSE: FRONTKN,MYR RM3.15,"Jul 7, 2023",10M
KLSE: FRONTKN,MYR RM3.52,"Jul 14, 2023",14M
KLSE: FRONTKN,MYR RM3.52,"Jul 14, 2023",14M
KLSE: FRONTKN,MYR RM3.52,"Jul 14, 2023",14M
KLSE: FRONTKN,MYR RM3.28,"Jul 21, 2023",13M
KLSE: FRONTKN,MYR RM3.28,"Jul 21, 2023",13M
KLSE: FRONTKN,MYR RM3.31,"Jul 28, 2023",11M
KLSE: FRONTKN,MYR RM3.31,"Jul 28, 2023",11M
KLSE: FRONTKN,MYR RM3.39,"Aug 4, 2023",14M
KLSE: FRONTKN,MYR RM3.39,"Aug 4, 2023",14M
KLSE: FRONTKN,MYR RM3.39,"Aug 4, 2023",14M
KLSE: FRONTKN,MYR RM3.42,"Aug 11, 2023",12M
KLSE: FRONTKN,MYR RM3.42,"Aug 11, 2023",12M
KLSE: FRONTKN,MYR RM3.39,"Aug 18, 2023",16M
KLSE: FRONTKN,MYR RM3.39,"Aug 18, 2023",16M
KLSE: FRONTKN,MYR RM3.37,"Aug 25, 2023",14M
KLSE: FRONTKN,MYR RM3.37,"Aug 25, 2023",14M
KLSE: FRONTKN,MYR RM3.37,"Aug 25, 2023",14M
KLSE: FRONTKN,MYR RM3.45,"Sep 1, 2023",12M
KLSE: FRONTKN,MYR RM3.45,"Sep 1, 2023",12M
KLSE: FRONTKN,MYR RM3.19,"Sep 8, 2023",6M
KLSE: FRONTKN,MYR RM3.19,"Sep 8, 2023",6M
KLSE: FRONTKN,MYR RM3.28,"Sep 15, 2023",16M
KLSE: FRONTKN,MYR RM3.28,"Sep 15, 2023",16M
KLSE: FRONTKN,MYR RM3.28,"Sep 15, 2023",16M
KLSE: FRONTKN,MYR RM3.19,"Sep 22, 2023",14M
KLSE: FRONTKN,MYR RM3.19,"Sep 22, 2023",14M
KLSE: FRONTKN,MYR RM3.15,"Sep 29, 2023",13M
KLSE: FRONTKN,MYR RM3.15,"Sep 29, 2023",13M
KLSE: FRONTKN,MYR RM3.14,"Oct 6, 2023",13M
KLSE: FRONTKN,MYR RM3.14,"Oct 6, 2023",13M
KLSE: FRONTKN,MYR RM3.14,"Oct 6, 2023",13M
KLSE: FRONTKN,MYR RM3.16,"Oct 13, 2023",7.6M
KLSE: FRONTKN,MYR RM3.16,"Oct 13, 2023",7.6M
KLSE: FRONTKN,MYR RM3.26,"Oct 20, 2023",15M
KLSE: FRONTKN,MYR RM3.26,"Oct 20, 2023",15M
KLSE: FRONTKN,MYR RM3.21,"Oct 27, 2023",12M
KLSE: FRONTKN,MYR RM3.21,"Oct 27, 2023",12M
KLSE: FRONTKN,MYR RM3.21,"Oct 27, 2023",12M
KLSE: FRONTKN,MYR RM3.16,"Nov 3, 2023",13M
KLSE: FRONTKN,MYR RM3.16,"Nov 3, 2023",13M
KLSE: FRONTKN,MYR RM3.20,"Nov 10, 2023",24M
KLSE: FRONTKN,MYR RM3.20,"Nov 10, 2023",24M
KLSE: FRONTKN,MYR RM3.21,"Nov 17, 2023",21M
KLSE: FRONTKN,MYR RM3.21,"Nov 17, 2023",21M
KLSE: FRONTKN,MYR RM3.21,"Nov 17, 2023",21M
KLSE: FRONTKN,MYR RM3.29,"Nov 24, 2023",21M
KLSE: FRONTKN,MYR RM3.29,"Nov 24, 2023",21M
KLSE: FRONTKN,MYR RM3.18,"Dec 1, 2023",11M
KLSE: FRONTKN,MYR RM3.18,"Dec 1, 2023",11M
KLSE: FRONTKN,MYR RM3.18,"Dec 1, 2023",11M
KLSE: FRONTKN,MYR RM3.10,"Dec 8, 2023",22M
KLSE: FRONTKN,MYR RM3.10,"Dec 8, 2023",22M
KLSE: FRONTKN,MYR RM3.10,"Dec 15, 2023",19M
KLSE: FRONTKN,MYR RM3.10,"Dec 15, 2023",19M
KLSE: FRONTKN,MYR RM3.20,"Dec 22, 2023",30M
KLSE: FRONTKN,MYR RM3.20,"Dec 22, 2023",30M
KLSE: FRONTKN,MYR RM3.20,"Dec 22, 2023",30M
KLSE: FRONTKN,MYR RM3.24,"Dec 29, 2023",72M
KLSE: FRONTKN,MYR RM3.24,"Dec 29, 2023",72M
KLSE: FRONTKN,MYR RM3.20,"Jan 5, 2024",15M
KLSE: FRONTKN,MYR RM3.20,"Jan 5, 2024",15M
KLSE: FRONTKN,MYR RM3.53,"Jan 12, 2024",39M
KLSE: FRONTKN,MYR RM3.53,"Jan 12, 2024",39M
KLSE: FRONTKN,MYR RM3.53,"Jan 12, 2024",39M
KLSE: FRONTKN,MYR RM3.53,"Jan 19, 2024",29M
KLSE: FRONTKN,MYR RM3.53,"Jan 19, 2024",29M
KLSE: FRONTKN,MYR RM3.54,"Jan 26, 2024",15M
KLSE: FRONTKN,MYR RM3.54,"Jan 26, 2024",15M
KLSE: FRONTKN,MYR RM3.46,"Feb 2, 2024",14M
KLSE: FRONTKN,MYR RM3.46,"Feb 2, 2024",14M
KLSE: FRONTKN,MYR RM3.46,"Feb 2, 2024",14M
KLSE: FRONTKN,MYR RM3.49,"Feb 16, 2024",15M
KLSE: FRONTKN,MYR RM3.49,"Feb 16, 2024",15M
KLSE: FRONTKN,MYR RM3.71,"Feb 23, 2024",48M
KLSE: FRONTKN,MYR RM3.71,"Feb 23, 2024",48M
KLSE: FRONTKN,MYR RM3.65,"Mar 1, 2024",29M
KLSE: FRONTKN,MYR RM3.65,"Mar 1, 2024",29M
KLSE: FRONTKN,MYR RM3.65,"Mar 1, 2024",29M
KLSE: FRONTKN,MYR RM3.69,"Mar 8, 2024",28M
KLSE: FRONTKN,MYR RM3.69,"Mar 8, 2024",28M
KLSE: FRONTKN,MYR RM3.68,"Mar 15, 2024",23M
KLSE: FRONTKN,MYR RM3.68,"Mar 15, 2024",23M
KLSE: FRONTKN,MYR RM3.84,"Mar 22, 2024",22M
KLSE: FRONTKN,MYR RM3.84,"Mar 22, 2024",22M
KLSE: FRONTKN,MYR RM3.84,"Mar 22, 2024",22M
KLSE: FRONTKN,MYR RM3.88,"Mar 29, 2024",18M
KLSE: FRONTKN,MYR RM3.88,"Mar 29, 2024",18M
KLSE: FRONTKN,MYR RM3.84,"Apr 5, 2024",16M
KLSE: FRONTKN,MYR RM3.84,"Apr 5, 2024",16M
KLSE: FRONTKN,MYR RM3.98,"Apr 12, 2024",7.1M
KLSE: FRONTKN,MYR RM3.98,"Apr 12, 2024",7.1M
KLSE: FRONTKN,MYR RM3.98,"Apr 12, 2024",7.1M
KLSE: FRONTKN,MYR RM3.82,"Apr 19, 2024",31M
KLSE: FRONTKN,MYR RM3.82,"Apr 19, 2024",31M
KLSE: FRONTKN,MYR RM3.89,"Apr 26, 2024",22M
KLSE: FRONTKN,MYR RM3.89,"Apr 26, 2024",22M
KLSE: FRONTKN,MYR RM3.93,"May 3, 2024",14M
KLSE: FRONTKN,MYR RM3.93,"May 3, 2024",14M
KLSE: FRONTKN,MYR RM3.93,"May 3, 2024",14M
KLSE: FRONTKN,MYR RM4.17,"May 10, 2024",25M
KLSE: FRONTKN,MYR RM4.17,"May 10, 2024",25M
KLSE: FRONTKN,MYR RM4.44,"May 17, 2024",18M
KLSE: FRONTKN,MYR RM4.44,"May 17, 2024",18M
KLSE: FRONTKN,MYR RM4.44,"May 24, 2024",18M
KLSE: FRONTKN,MYR RM4.44,"May 24, 2024",18M
KLSE: FRONTKN,MYR RM4.44,"May 24, 2024",18M
KLSE: FRONTKN,MYR RM4.25,"May 31, 2024",22M
KLSE: FRONTKN,MYR RM4.25,"May 31, 2024",22M
KLSE: FRONTKN,MYR RM4.38,"Jun 7, 2024",14M
KLSE: FRONTKN,MYR RM4.38,"Jun 7, 2024",14M
KLSE: FRONTKN,MYR RM4.48,"Jun 14, 2024",29M
KLSE: FRONTKN,MYR RM4.48,"Jun 14, 2024",29M
KLSE: FRONTKN,MYR RM4.48,"Jun 14, 2024",29M
KLSE: FRONTKN,MYR RM4.61,"Jun 21, 2024",21M
KLSE: FRONTKN,MYR RM4.61,"Jun 21, 2024",21M
KLSE: FRONTKN,MYR RM4.46,"Jun 28, 2024",20M
KLSE: FRONTKN,MYR RM4.46,"Jun 28, 2024",20M
KLSE: FRONTKN,MYR RM4.46,"Jun 28, 2024",20M
KLSE: FRONTKN,MYR RM4.58,"Jul 5, 2024",17M
KLSE: FRONTKN,MYR RM4.58,"Jul 5, 2024",17M
KLSE: FRONTKN,MYR RM4.59,"Jul 12, 2024",17M
KLSE: FRONTKN,MYR RM4.59,"Jul 12, 2024",17M
KLSE: FRONTKN,MYR RM4.33,"Jul 19, 2024",19M
KLSE: FRONTKN,MYR RM4.33,"Jul 19, 2024",19M
KLSE: FRONTKN,MYR RM4.33,"Jul 19, 2024",19M
KLSE: FRONTKN,MYR RM4.24,"Jul 26, 2024",18M
KLSE: FRONTKN,MYR RM4.24,"Jul 26, 2024",18M
KLSE: FRONTKN,MYR RM4.09,"Aug 2, 2024",16M
KLSE: FRONTKN,MYR RM4.09,"Aug 2, 2024",16M
KLSE: FRONTKN,MYR RM4.20,"Aug 9, 2024",34M
KLSE: FRONTKN,MYR RM4.20,"Aug 9, 2024",34M
KLSE: FRONTKN,MYR RM4.20,"Aug 9, 2024",34M
KLSE: FRONTKN,MYR RM3.94,"Aug 16, 2024",30M
KLSE: FRONTKN,MYR RM3.94,"Aug 16, 2024",30M
KLSE: FRONTKN,MYR RM3.74,"Aug 23, 2024",35M
KLSE: FRONTKN,MYR RM3.74,"Aug 23, 2024",35M
KLSE: FRONTKN,MYR RM3.60,"Aug 30, 2024",49M
KLSE: FRONTKN,MYR RM3.60,"Aug 30, 2024",49M
KLSE: FRONTKN,MYR RM3.60,"Aug 30, 2024",49M
KLSE: FRONTKN,MYR RM3.59,"Sep 6, 2024",24M
KLSE: FRONTKN,MYR RM3.59,"Sep 6, 2024",24M
KLSE: FRONTKN,MYR RM3.80,"Sep 13, 2024",14M
KLSE: FRONTKN,MYR RM3.80,"Sep 13, 2024",14M
KLSE: FRONTKN,MYR RM4.02,"Sep 20, 2024",6.8M
KLSE: FRONTKN,MYR RM4.02,"Sep 20, 2024",6.8M
KLSE: FRONTKN,MYR RM4.02,"Sep 20, 2024",6.8M
KLSE: FRONTKN,MYR RM3.52,"Sep 27, 2024",17M
KLSE: FRONTKN,MYR RM3.52,"Sep 27, 2024",17M
KLSE: FRONTKN,MYR RM3.53,"Oct 4, 2024",13M
KLSE: FRONTKN,MYR RM3.53,"Oct 4, 2024",13M
KLSE: FRONTKN,MYR RM3.70,"Oct 11, 2024",9.9M
KLSE: FRONTKN,MYR RM3.70,"Oct 11, 2024",9.9M
KLSE: FRONTKN,MYR RM3.70,"Oct 11, 2024",9.9M
KLSE: FRONTKN,MYR RM3.89,"Oct 18, 2024",12M
KLSE: FRONTKN,MYR RM3.89,"Oct 18, 2024",12M
KLSE: FRONTKN,MYR RM3.78,"Oct 25, 2024",5.2M
KLSE: FRONTKN,MYR RM3.78,"Oct 25, 2024",5.2M
KLSE: FRONTKN,MYR RM3.80,"Nov 1, 2024",6.2M
KLSE: FRONTKN,MYR RM3.80,"Nov 1, 2024",6.2M
KLSE: FRONTKN,MYR RM3.80,"Nov 1, 2024",6.2M
KLSE: FRONTKN,MYR RM4.00,"Nov 8, 2024",17M
KLSE: FRONTKN,MYR RM4.00,"Nov 8, 2024",17M
KLSE: FRONTKN,MYR RM4.06,"Nov 15, 2024",6.6M
KLSE: FRONTKN,MYR RM4.06,"Nov 15, 2024",6.6M
KLSE: FRONTKN,MYR RM4.11,"Nov 22, 2024",7.1M
KLSE: FRONTKN,MYR RM4.11,"Nov 22, 2024",7.1M
KLSE: FRONTKN,MYR RM4.11,"Nov 22, 2024",7.1M
KLSE: FRONTKN,MYR RM4.00,"Nov 29, 2024",14M
KLSE: FRONTKN,MYR RM4.00,"Nov 29, 2024",14M
KLSE: FRONTKN,MYR RM4.29,"Dec 6, 2024",13M
KLSE: FRONTKN,MYR RM4.29,"Dec 6, 2024",13M
KLSE: FRONTKN,MYR RM4.24,"Dec 13, 2024",8.6M
KLSE: FRONTKN,MYR RM4.24,"Dec 13, 2024",8.6M
KLSE: FRONTKN,MYR RM4.24,"Dec 13, 2024",8.6M
KLSE: FRONTKN,MYR RM4.50,"Dec 20, 2024",18M
KLSE: FRONTKN,MYR RM4.50,"Dec 20, 2024",18M
KLSE: FRONTKN,MYR RM4.49,"Dec 27, 2024",15M
KLSE: FRONTKN,MYR RM4.49,"Dec 27, 2024",15M
KLSE: FRONTKN,MYR RM4.35,"Jan 3, 2025",11M
KLSE: FRONTKN,MYR RM4.35,"Jan 3, 2025",11M
KLSE: FRONTKN,MYR RM4.35,"Jan 3, 2025",11M
KLSE: FRONTKN,MYR RM4.15,"Jan 10, 2025",20M
KLSE: FRONTKN,MYR RM4.15,"Jan 10, 2025",20M
KLSE: FRONTKN,MYR RM4.20,"Jan 17, 2025",14M
KLSE: FRONTKN,MYR RM4.20,"Jan 17, 2025",14M
KLSE: FRONTKN,MYR RM4.20,"Jan 17, 2025",14M
KLSE: FRONTKN,MYR RM4.06,"Jan 24, 2025",11M
KLSE: FRONTKN,MYR RM4.06,"Jan 24, 2025",11M
KLSE: FRONTKN,MYR RM3.77,"Jan 31, 2025",10M
KLSE: FRONTKN,MYR RM3.77,"Jan 31, 2025",10M
KLSE: FRONTKN,MYR RM3.95,"Feb 7, 2025",14M
KLSE: FRONTKN,MYR RM3.95,"Feb 7, 2025",14M
KLSE: FRONTKN,MYR RM3.95,"Feb 7, 2025",14M
KLSE: FRONTKN,MYR RM3.72,"Feb 14, 2025",12M
KLSE: FRONTKN,MYR RM3.72,"Feb 14, 2025",12M
KLSE: FRONTKN,MYR RM3.85,"Feb 21, 2025",18M
KLSE: FRONTKN,MYR RM3.85,"Feb 21, 2025",18M
